uid,sms_fastext_30_150_score
2b98ea8a48f54d7887d2d51a3059ea6b,0.340937938
d5577cb0643a43d3ac9b957d965d68c2,0.447331106
8c7a0f8b117d46f1bc42b8d9b08b239f,0.333627067
178894d8db2a482f91275f6b57d1ea41,0.396605563
d779b2ff35c449f8a65fbb4389598556,0.44879832
c5b152f43749482e9a00a9da2fd8576a,0.38796903
6ec702f410fb4f8e96b05bb03563cb80,0.428437383
76bd203cf651410aa5bcfd63a0178ba8,0.354941039
a3a6ab24cae04800a9c541ed6601a10d,0.357755274
8a436da9d2a548c18dba8fd087b2176f,0.410435752
c318aa33eba24a109350c05f57708caa,0.300101644
dd6c635b43e046f0ad0a35ce3495cab4,0.427468109
e58d3962cd8b446f800b9b9224f436a9,0.417584679
96e707ad89ba4515a3f62db3c57a65eb,0.404846385
bde3c04919d546f58e999a981efd3740,0.497722291
f62f4b23b2e84f12b13dfd7ccf4fc3a3,0.359314668
b315e7d184f84239871edf38bfa311c0,0.506792457
b82304d2e3de42e2969c7e325308ae20,0.504993556
fc0d6ba32f1542aa96f4060a0cc2ec26,0.42368845
91c40ed7586940cc8abbae134dec3555,0.378360185
2fd50708be9147d188458d64552d7e2d,0.42363621
3342746d64b44cd2bd6deb3dbc557c3d,0.385007039
c6ddc53f31834233b0a95713aed7e96c,0.37562795
03b92219cd274c15ad73deb07b1070f9,0.384520369
556c32a6128a49e6b8ee764956d67cb1,0.373197708
4ae3c12029154e9c8847781a2e27444e,0.398818771
8057f0a404cb4c709e474c1155771b97,0.447600408
9f087d0e90b1453aa27c3745935b9520,0.386606574
ce0055cf82834ba68b3ebd04cbf44ce0,0.374422815
3ef0dcec77184981ae5efab3da70c921,0.371111538
0aa4017d355c4c2abc5320468643170d,0.350013321
8eb3a787f8cd4ba3b9865c710adce0fd,0.464613538
68c602a7cd0f4f0a9ffd3f0f4747bfdd,0.385929397
f77f9006e501402d8f83c9e323709e59,0.490473806
7c2ef305450f44b2ae122e9e7de30ac0,0.376375836
6d7e932eefde4e01b1f6fbd7161f9162,0.416499298
065ac83412a54522a65119de05949972,0.378499013
d4083711f1bc46e9b4b615052a645f43,0.355519435
7e105539de4d4eeba0fa04374af5ace1,0.353544721
4b6088fb06df49ddb0e63bdce06e915e,0.412156329
6eb5f20de1e54e06a710fecee887d955,0.392592451
80a37bdfbf964bf6b10d570005d462c4,0.369213353
2e7e6828edb4476b9f282c815d746317,0.453391227
58017f1e32e94613830f30fdeeec4ad8,0.434267495
f5b08275556341d29718b7cd47d31908,0.533615589
d6daba7e6ed44be78fe67392d629efca,0.404833
b1f8c0d4b7f7466398768d2b9ca7befd,0.379610886
a126fdb34b7c4643aa0a200e6b5ed122,0.378538175
53e44898830142bd91963f32d7e05757,0.384459628
f29b3ac05e0e4417ac3be3d93d74ce21,0.451822796
fa7188809e8e478caf1483097d4ab573,0.399460035
d50f155d5bf544b68515759675c933d2,0.373225428
88b004e305fd4296b6ace638ebbe6cdc,0.455766885
f428c766937d4f838af32d3674167d61,0.420268052
e8ac6be0970c44a2867ba39f71a91ba8,0.377489157
d1773b103c7645748df3eb0f41d22a3e,0.349783282
6e2f7896417940b0880095e39b6d07e3,0.535984457
18f2f41d9c50439881820d5fb4afe934,0.347951422
506ade91a8e742f08eb66755678c3f59,0.38879186
d7e156150d8d44979fce5300205d143b,0.401197328
1d373256a232415bbd45fb42a127fa0b,0.344189672
74e748d04e9b4cd2aad5ea7c83e30822,0.362096865
80684856b9074d13a61092bce2a39fe6,0.437769711
689d7e39eeff4385aa851c1692222fed,0.427150441
0448eb0a80c74773898615aa85687725,0.412894767
cc3897a89d5f4653a93c2463e0ac6f40,0.428067528
12bd3eb2d350414781184df59dad275e,0.335120986
c32746e1c2d84ff0b2e0de768252c155,0.420242045
b4cb089f7ba34713960c9acadbf95887,0.424081806
1518707e8d92491996a500c5544de79b,0.476606752
77652ce3b1a046898717df9c2b7b9b7c,0.363019908
f69a029207be41b68db41e502b74b1c9,0.446434471
457d5809f0254c779de1fad17892b976,0.312403448
de8c6f87324b40a19962a5577dad3405,0.390940436
51c0f0afb70e47f2843834a7cd7cfdd3,0.32834589
815a8565acfe40cd850572840babb20b,0.349531436
5a38fde016be4895b452e63ba2e8b8f4,0.369447605
a72736901e0941778958edc9a5900dd4,0.377828951
89eec390e320412e8289dd1254b53727,0.426465918
3e079e15c081418daf4122954f431301,0.349852359
fbaa1d836027406897aa56dcc95f8369,0.40596774
58dbba1fc5924f98825f77cedc2acb8b,0.346600499
ed23fb7cffa749ac84b923959f8ab7d2,0.476699401
0326be08e9884a77a8764c6fa69af8d6,0.381968308
252524e1b1eb46a1aa3d4368db663bac,0.409643286
ffa8518f96e042e19903e07b66dd2557,0.375350168
f018ea5eab8b4824843ea127bc2cbb20,0.354381244
c9296d4e4542489a8e6d2f170f49b5b5,0.350980775
2319ea98f891497892768c2fbfc679bf,0.367708022
a75525c776cb45dea1b74e74b982d2d6,0.426593027
139badd9fe4d457dae179c8dc6579753,0.373047772
0cd70504b287451f9b17bd6d1b0f1045,0.377421236
f58b32112b4b4a91b73955461bcc73ca,0.30595915
93907e9926194c1b8b41133a3b65609c,0.354801944
08734c85f0c9494287dcf971aabdfc6b,0.336340125
5d39669f6cef4cf5a28c0400068a1ad0,0.415027562
7d7948acef354bc7807d22d6c4e248ca,0.355996912
688e3ebf626f4216bffe1341394f7a50,0.500989852
43bffbc51d4c447484fab79fb6aa96b9,0.368991023
b3a051a891ad4e4d93e00835406d56b6,0.364900442
a6f0d47e1f154b4797f617a7831ae0d6,0.345993923
0ada720ef1794ffca21237addf3278d6,0.306764361
bd475db16eab4687a5a47d4198a225cc,0.435681413
5cbf172400d841759ae62a9006d7faee,0.416295055
142c6fc3aa5f46f6a294cd70e76f175b,0.51526142
d0e37514bb4a46d6b6cac99e6812b67a,0.430897458
36174f37316f4423a8657ae73068cb2d,0.352496927
9b56446ecc684387a403c5b9781491c0,0.393324805
031165417fed471790c4c6821509df5c,0.37420519
01632cdff404487ab8b5ec1d18abf3f4,0.336160435
6bfd2c26ec1b40d6be99d0b0f15700d0,0.448934934
4d30bb9f1d1c4a68bf8ac86a73c4734f,0.520379053
451a0434153241bfbd29b6fd7e7f66c2,0.474539361
925b49599a0a46929bf230d6a538400e,0.422355488
7fae685957fc49d18e90e7287a65d8cb,0.317709893
6f29136d7ea947d0b9a7a1d69ecd3f8f,0.379671767
2901d42452a74e769dc397d95447a1f4,0.408045323
7e7e3648008441dcae4ff59b3cce46a7,0.309965405
3023006a9ed94328902aecde7bce02e1,0.374115744
3e01a9e762c24065a554eaa2050ae9a6,0.358831356
a9bfc1f426374e44a9ac9d40252b9c32,0.344521822
137463fad7264689bee56538594ea0f1,0.424276212
4badbeebfb7946ecb7fc116dd007e2a5,0.529543029
54b5759a28ef47f3a214fab568f01056,0.366711501
06fdf6b4368342a4b1e6b7723611376c,0.492098916
8463ca6bd8294c85b5020e45dce72d25,0.435530834
4d25303e087c4b5f9ca6096d9b686aec,0.36877844
ee30997c1ed4498cb4afe60c2646f83f,0.445726984
e86746aea58041a5bb748658ddd2fc38,0.475311713
c60efb20fa454c868846e0c2ea4a142b,0.330324053
69ec70bcec1d44d781bb328287cdfd5f,0.490544621
97503505d6b9489682e0ec331a7a7839,0.456465241
a0c433c3d3634fdd911f7faef123d356,0.446734762
80b095b97967471c98c08942901237f6,0.406992614
ab0e66df0e464166be3ba3eaea3b4c7e,0.438957597
2f0a3852809d432ab3f624c1145bdb3a,0.446620714
a39dcb8c8f2341f88ef87420ec5184d2,0.342959988
4e3a194ecc97491c896976f064196394,0.358507624
100cccdef8b745979795f7654a4e45d5,0.424201168
e2b38a541c97485fbf3d6d38adde2afc,0.445263908
3e1e14fb3bbc4ad594a8fa182b038a16,0.351823788
e0fd316dc1764176a16d3ff63e8e3202,0.527167307
ea95e1909bb84c54947a920e82ac9435,0.43004045
105b59a24e8c443b87e86853b3388cb1,0.378676165
9bfbaf52dcf944e585d07b602cd5aec0,0.417229053
c36ed05b9e3e4e2aa83e40fc5e91a159,0.370550589
9c0633ac33bc464d960877859689bf2b,0.416295055
7e46f4e764e744d082d8643eb48b6427,0.447250918
0959198f16aa4391bb8faecd4d43ed64,0.387217524
99ba1cdec8894428abb86f40a2c69f66,0.404921918
95fa584797ee4cfa8c21a6ab0c106960,0.484561524
6354f21f48a64991a1e8d45e9e262231,0.352871395
efb5bb3723284139ab6ed737228d388d,0.422460099
0cd019e881fe4e22ab188781ddd8f48d,0.416295055
403eb0d5e94e44bf9741fdf01857cf6b,0.440234043
ab82dd144e2a44d39eb3da1c1cd42793,0.29826959
0d3633825fee4fa2b4fd9488159ed15e,0.395390742
19d1d529bcfd4075addf32a5a1eb9953,0.404279694
db46eb2a065c4720912591a910b3d994,0.405109119
35ed470c388046aebc2b90a441da1b84,0.588616025
0fd6f13825704e6486c67afcd1624a41,0.548897674
e7dee26da6db4362bf9e285c92dd8ac3,0.37730335
d3225cf6d27f454f9e700aca111a54ce,0.390729237
767fe763c225418e8d79df1d6afd34a4,0.311494797
01b28a43be084b69bcbe499e63069efb,0.4776813
3b114503f1fa459eb1ca969427af9669,0.377139592
1c39b3ab868e4f06bc475ff396924cc8,0.337047602
16ac87b755cb4b1d8303501809b70410,0.381628814
4eee0e2876d24de485d540e2f0e7ebd0,0.364816623
431baa45b1984f21bffca1ddf156f042,0.439438266
de6f65ea205040c695561bed69b555d1,0.381524167
ea1137c668784fd8a951996710606a61,0.440549887
fee5c8c181a345ed8af95c819341bbe2,0.428295622
464cc425183a4a95be1b8d6cb0e8aabb,0.410134258
56d79c43c6e847baae12705b5454abdc,0.343047223
e2657c4fc5b84ef1aa5b5ff58621e2c3,0.439920921
3907e06bd68647178566b2f47f60846e,0.391312399
e01b63de85f4446284839cfd0129b02b,0.408045323
62f5655d5a544bf8a43509531af110c6,0.447575659
ec50c13bdbe849e0960be60aaed7101e,0.336710446
bf9cd12f19384f359c8e27a4d03f391b,0.393902654
6f587aeb02fe4609949d64bb81e28ac7,0.372887102
6ea9bb9777a444fc8819e025851205ed,0.531692532
cb59f34d0c584c5e8856df18391c63ca,0.406193964
8c91c6b7f7d445d4abde895f1627318a,0.5032147
ddd2e9efbc8147ee855af4ca1e03cf90,0.354985447
f51729410486469ba3181454abe4651a,0.361236616
d425689d407c4086a9db3936aaf34ea9,0.330900592
54ab4eb828ac4358b63df925ba6653d0,0.356410682
0ae3306cab724a8b866c8dc83b1c101b,0.491282661
805648a0d3ce4a5f8f15bd4241109a1b,0.400374771
ae5f95acfeb8474d92400cba77c8efb7,0.464535475
b2b266ebb37c40968bc9a22af5097513,0.403280097
f7494170f0554bc6861e6c03e0d84320,0.367601351
61f1eaf67cbf4da39d48423e3e4f530c,0.389974274
13df1a23415c467c8d02a285a4c590c9,0.475447641
85c96e2e1f4842ad84d62c6e9da30da8,0.376517831
d7bc76975b4b4530a718a2a8b247c182,0.521515946
95fc916d33394e36967de01cc825f073,0.396906289
b8cec254e20647f7a9a9820d7a2abd20,0.460085227
b826275f514a4d76bab78a98d694e9c8,0.41371878
16ccb23adcf1497e9bf5c475e2ba292d,0.322922969
8f2d6f471d8d41eb8d9373c301e0b61c,0.460267953
05ab58a7659c42fe84a1327cefa3a830,0.374885023
d1cd8dd73c9540ed96753553f2936b98,0.353925216
5751c7a22df640e3bf414563ac3b6ef9,0.510967362
580180e0bdd240a4a1df3de349a0f700,0.400275781
ab5a0610a4544580b4d64a5dba2aae59,0.478809606
eabb944bcae5403f88548610a064eb87,0.376335482
be48e076d1e544f594f1e1e79f83f240,0.382683035
6e1f23c155c54ea8b216587de1fa3aec,0.548118865
a85f28cec8d44ffe90c876bf1ff045e4,0.382533992
010c8ecc80ea453bad8c29e4efef315b,0.416947704
2dd41314219c4adda91aa1d7c1604a57,0.373692604
580c6982bb834de5a17b1b115e046fd3,0.410129588
f6a4dee0523d4b8da5d2168cdbf7df62,0.374987803
8811535c7f6447debb597ca6260bcc57,0.5186601
781df967132142c3be27481b799be401,0.499384408
1b06dcb583664e829ab8772fb8b54875,0.345888163
1614982cee6c4688a9918209911375f6,0.464383073
e7af185c099d4fa1b8ee04b3b54b9340,0.416657255
25b76c158ab0438c842fc3d61ed61d9b,0.393902654
37370d52c18044ffa7261ac5c11798c9,0.420807668
7970c69a054b49a7b7f9d7f53d8187be,0.454493635
768dd19946204461bd315c087f0ff926,0.359943373
3a6fb8abb317422cb9155603a80832b3,0.391312399
26fef3133f454445b50ea7270ad982b2,0.453124829
e3c4282ea6ed427c9ab34deaf5ed78e9,0.496213233
0728643203d049569e0b0760919b0e27,0.445549928
d46acefefebe407699d4c8f44e324925,0.623165393
c30d89a64dfc4e73af7678409e2b3960,0.433952834
559fc2b786f24e95aa796dafb707ac19,0.332250933
55112e103f17479191ad5a485710cd64,0.395644544
fc60b16c4d8646dda52baca94fc651e6,0.342507311
8219bb70594e486392fa1c6b1222380a,0.457719981
6efb61312a9d4a4a9e9b8d649b9fadf4,0.387289424
78b9702cbd4c4be3b83010eca480f0f3,0.335082961
944eb26ea6c843568e4ff1da50fde455,0.332754012
3cec635024c34cd6b7f63e53ed03c093,0.355153953
42574d5556f74b9f869dc020887c47bb,0.426473417
8cbcf5e03ca14cc2840f719ec25dc4ca,0.383463468
c0eb91a043794195b920a08031ce87c5,0.385204653
dc7b151442ab4eee80e8967f49dd3781,0.385705858
c72bb9efec5c43778524f4a4a50652d5,0.407672514
1a0e45b0451c49f59c4a699c07ce3607,0.360810876
02091a556e1e46fca956f867adcb11c0,0.362059603
03d5a6a02eb44eca85a756591d3a9a97,0.401822078
655689eaa3cf48a699a5b0eb1e1d193c,0.404384399
0f81e9882ec24d8bb2e3ec492e2053a3,0.402413642
f2f721286d0a467985eb1ee8966bd599,0.368535718
8cf3bf6676aa488c8516ec1c75dcd4a4,0.435422294
ee55598ced7a41a4ad35a5358d676144,0.346852401
c60c05021d8c498884b202a3ac288ada,0.464781171
8acd7e6d5e7548f0981d9aad62175c1e,0.346908621
7abc4e9fbc8547048dec09d111fdd421,0.41690059
fe8b230e3cb44e40af0106cbfd8fa642,0.490631149
ec87d7a20f6545a6ad9d34af00e62888,0.375194417
6781d99ec75243ddaefc132c165b3880,0.43091967
c08199c1d8694c0ca619aa0d55cf1368,0.33960616
3a092fe4ef784e319b9e03c49bde7cda,0.348419885
1916d7dd83544ab9890614d673e96ddd,0.397172264
2a2d88f257a544e38edd8a1095342c40,0.335740252
f5bc1a00c37d481ab46724c24e8f9439,0.32897778
c773d660a90540c8a250008b86af17cc,0.458330325
59ef8032a4bd470b9aa8f8154736a439,0.493932605
0908618fe3b245baa35bf1289cafa137,0.490544621
6d27e81f48cc4c8fa359be0d7a5fbf35,0.416084646
44fe1f8dd5be4747b9868f317665315e,0.496494007
f44439d8e5af4735b6276a5378b41d4e,0.456734678
aa1048c1ef3a4906b57d796bca80eda9,0.412310286
7380a219f6f349e4b8e143cde2c7dc5f,0.337804966
9d91ed446b4245b991cfe82fd9cb85e4,0.38960355
8d6787230e254ed7b1fef9a1582d47bc,0.475473291
62c854aa5f55491b83b3691d8ed4983b,0.425187998
acd740858d5a4b9fadbb58db38492aac,0.423792467
1105e3a594c24eca8b02d7c465ae1419,0.434128513
cf8256c7f3f24c09b17d17e4da4457d3,0.422920011
423ae74201ca40a0979843b3793c4e54,0.498969823
d982b870980e4b2d8dacf25859329a49,0.332598929
a5c41e72301a4dfba88da7ca8e988283,0.341583619
ddda5dab8afd4edc85927c2479e61e78,0.433325104
34d09c8018f84ccfac871ead239a99ac,0.435787466
cc02f82030ba4d18b41ce4b83eb8cc01,0.34245831
6aef31189d16463984b3b85c4220957a,0.374422815
337ec30d96234af3b1efbeca0ec8e152,0.434128513
a99d28dc90024f06b101b7f0ea90232c,0.464849633
df3db58c97e244bca593f9cd4227504a,0.332250933
91c6d86df6a2479da4108adf40ba0985,0.520270313
8b85d7c9bc184a11b7f386aff68b150d,0.358508947
b1c7166a9b7c4860a69e5f1d0e40ca7c,0.419009833
c253c78c328d4526b526613bc0ca5faa,0.452400767
3060a23194854cfb972cb17e82fb9555,0.363955144
13ad0077938740638b1e50d3430070f2,0.460204935
9180507dc1ff494fa728454183ce2c08,0.321623893
47d973bad3f74bdf9ebba1e0286eba56,0.291626678
52f23e383cbf4c99b848a31957eb728e,0.395714737
6bf99c86f3c44b898d7b62958214e482,0.356232407
7e2baf6fac9b4a34b8ff97a4c53f8b99,0.552574001
5a2307856af5489f9860756717642936,0.363955144
bd3e23947b074536a182644b4c37a107,0.392721692
610e89aac8484350b4b2e4b83eaf6552,0.387822343
049edd38de3442aa852a2a4fbbdcb801,0.312079803
b81dbce3402043b78e78e6cf948b4451,0.622931505
736ed1798f004a6c9eb666313ea04ed0,0.446490005
b6b9016dabc14be7b7662a1df85544d3,0.504152106
4e6a219843684d05b90fe85c0aefc8ea,0.435536304
2fe3220b06a34ab1add16060821d1137,0.367600911
257badc94a1643d79b164a633694dbcb,0.461401892
0510b89702134c3eb32a4f62ffa9c828,0.449019982
bfc9f4db16664d42ada2420dfba89d3a,0.422715016
da1e99a7a3c241e7ab2fef0dfc691ff7,0.35502292
f13877a9ac9d4914a86383089b07a2c5,0.333819754
01ee23770206445583d170a2c8ac0e2d,0.360692825
fcd5c19eacd74aa7aceec33d4165814a,0.412509956
fa7bb4c94a0443ccbd8cf2ad8165e1bb,0.574295847
7697b124b27a42bcbdf4fb7203f79312,0.366860776
84de9b514bb04093bac69a459ee8ed01,0.419584195
ece74b36934c4ad29367ec8b121f25bb,0.436950689
77390dd494f64e93accb07b1da5a5c5d,0.449679252
170257ab5c2f41149353cd7ee6f9b0c1,0.415972286
0aeb52862e114aa0b49ec075298c8d3e,0.389281035
8f633be8a17e46ea815cf799e9ca06c6,0.377340417
2862851d42264176bafa5c5915e58cb6,0.508923325
