uid,sms_fastext_30_150_score
ce65ab373dc24acdb71390d91d1c6b1d,0.474794922
ee6f5809cdf740e9917650c5f2bb6592,0.35502292
175300cda0ac4ff8984866814e0918eb,0.3723089
fdd97e0b93394ccf980b93096e3d1b53,0.409841383
6860210dede54d7283938df0b4a6b0b6,0.559671614
386a84b1f1ca4c688f460ddc27abec2c,0.402532438
6d491715db2247239c078f531fff0d19,0.327969057
db4c20ca2a1b4d8fa4604dde611be89b,0.422142783
87a0afa028454147a5c6f71381f5845b,0.355714259
14acb2602b634dbdbac6fc85b7e51fa6,0.442116745
8e8c502d9d084a798d682846501d4a93,0.505767152
40f5783eb2ba47398cc34c8a248627c1,0.344770687
5db8a350ccbf4cc3b656361cc4bce4d6,0.39158961
0610bfb7db5446feac010b51b0ad3915,0.581427966
6459ba173b93456db9f305636790419d,0.385202254
96a43df4104c4becb18886afebb4516b,0.350020372
4583030b694f459b9acc5a3e6233efa2,0.417066754
7faa19e711774acf8c508aba43a2d431,0.365293683
575e6904a3f6456290e7d44c8e920611,0.394118373
4634510ea74a4560a207b8d9c16bb674,0.318372991
c5e22500621843b7bdbcf537320cc66f,0.429167823
662d72e2b6cb46f191d2c6029a6be2ee,0.470287924
0651c300723c4947a8e9ebfcd60a7660,0.450393524
3f87a9b829d64db78ad46c6abb7a86ab,0.35809155
1adb110712344e4792e31aeb7b5771af,0.440740332
314f86a1fbd149ac940336bed37ec282,0.403350196
ece97fb40029442abe586e852ba7416d,0.35845645
1b241bbf4fc54f859675a56f5688e825,0.350799317
af80a69b334146cdb2b453dc92e60ecf,0.39891837
d53a7626d9d743c0ba4cdb8500f086a9,0.548897674
41abe24ce8f8496890a6dddccdc1677a,0.385202254
1b4e4453cc474f49a135920d5cb1c2e7,0.463573783
3a188a38c03b4fe79bd85087a1657175,0.346692519
1836d868364f40169c1e608a04666943,0.431546609
3a667d9a773d4391b08fde2134adb4d2,0.370550589
852785fccbdd4905bdd3a0ac6f33c95e,0.435823631
5cc742a7870b459e9b1f23239f9b4b37,0.408971643
90db66187fe145a1a5bd6646d7ef51db,0.519234762
9b475ac22e104385af900a88ac673983,0.435536304
2933ee2678ac4db38a18c17cecf3bde2,0.399197684
762df96c882b435292e94b5e1e0ba98e,0.504222316
44040c4123164793a79a2182fd0a8d3c,0.384491515
71bb871887a14cefb8587bc79d489ecf,0.313001861
cb7b7bc807074554aab2e58ceb525ff8,0.425217152
9279f08084784e39b943ec887160c26c,0.49542745
c814d362ce524d97b097e3ed619d382e,0.436878951
82becb75636c40cbaebd5b190c165e30,0.402895365
23b05f39b8ed464e980d4bb63b04b3d4,0.398070906
5e287276a2434c1ca76b56b91116bc55,0.413870312
92bacae06060420589a0a7fc4c7a3ba1,0.437090981
c109c3a57b3c4482a0e3e2825d1b9f8f,0.408847868
7e978e8e0ba64317a7314da92d5052cf,0.52222197
11d7862eb0cb40868bba98f008e663b6,0.355156827
c3d366e4ef6b4233b3a996812ac42632,0.343329498
ab2a9d2e02124561a1c573d339cce56f,0.402593071
bda3c6068c3a431faefcf3c9d53542b9,0.337196316
fdeabb6b5e724e39b7232f54133b88bc,0.418926568
429d5a6b4992463187ca6e7b598a61b5,0.454380589
4fe88d01517c426ea517a1bd1b18005b,0.407127852
933aa7dc311c40989fa4f4d2c39d2fe2,0.546236088
78ccd1bc61be4107b1b20f5e2b84a6a4,0.321158373
1d8bc1963775487eac70af69af6a00a0,0.469711502
3657e77af0c54d6d8cf3f13095b32292,0.505611917
ce3ab9393223418c9d30c88ec0a28a82,0.54860877
0d3ff388246344fa9ced34b588e2e0a9,0.443525855
bde52077fa504c0d8b20421eaba7c20c,0.41169872
40a9421863cd45ef97197ef1cdd32b82,0.38890564
53ed99556790411c85564380844121ec,0.377282596
998ddd10ae834075a5ae7d814a946d12,0.416295055
c979a7df0bce421fb72e295eda939b73,0.496050821
affe3383bfb749ddb9373713e873501f,0.377441144
9a0b10339b1a4e67bce5e89ec2266ac7,0.344058964
15badab6f1544d44b2cbc03a60a8feb5,0.369988994
d752bc3c89254cc685bd667c014fd6a7,0.552668952
76f6b93f29444c59840f5a45f6c12b5e,0.436847605
7fe14d91e5bf4352b768cd497d4eedef,0.37966346
9691a4f2157a4aa4ab7cf5a31fc1f2c8,0.410963727
9853ab5c7b7a41109f0aba5c9d277eb2,0.364169085
a5042ca3a1d4463a919ec86ed4e15bf1,0.494794995
d98679ace89e4f2591df316b9e6302d1,0.371112353
b07b6e433b8b4115b6151345603dee3a,0.444101878
0bc31a3ab8e041f9b3c68770ac6a9eba,0.339835484
cf85250630874d81bc953273129242f0,0.333348606
9a2e8429fb444ba79beda6b58cc32884,0.345666982
27b2fdcd391a428ab28d0493d8df328d,0.328232949
fba57cb3692744c89e1f89b8a08fb341,0.479550097
e27369141c2a4b9bb9cd837c8e024923,0.400453157
eb6379d0a87e4e3fb59076d7dc58a996,0.416443713
56ae5d53654b40e681e7625728881933,0.38890564
7329098e2a3d40449283616038ddb8ef,0.596812603
fce9335111534769a6c34b29f3463e9a,0.478167172
d080afb8824f49fc94249389dc362e5e,0.348733111
cb71f9e390b4455497e5a6d2d534f9b0,0.422923728
b48ed03233154c24b938cd10e54abd60,0.346375887
583ac97b1bd54523b6886aea22bac671,0.540605896
10a537c4a7e84779b635c7c26f87b642,0.372653618
c931caff659d414ebbf102bd96c1b701,0.397679356
42ed6254e5aa431a9ce5eab01165c2e9,0.446142599
0d13d212c0dc40d9918c9b5f861aeca0,0.486427205
975600b3b62748989b3e949775a35df3,0.336033793
383e2e5e8ef84c0582d299c2922561eb,0.374481489
8ac9169fb6a6498f851be72d47b14cd1,0.378669919
b66dfb7eae934ebfb9568262da1fe992,0.529517218
deb948be8bf147118d0a30fb8e7206bf,0.445574912
f0ea91dc88bb4859b575106e23a48f8a,0.344351928
b00f11a9efda4eae90c756bd97c323d0,0.436042913
fcd0566467324754b40dd8b3691f9872,0.339719921
e8d07d7eee424ff095decc9e01a936b7,0.434748828
5548d9648eb047da8d95e33d4e67bcb1,0.495170577
f6573be06df444c7a272f9bf229a18ea,0.350799317
8e4646bc947f4ac3aff56e65c5328ce7,0.392127542
5c247a34ca7d474091a3e6b9a658c25f,0.449992748
f5ab9dece59d4991a2a0b13338ef1843,0.379078366
6b938d62c7aa4cf192abe72a8f76339e,0.379467383
4f6216a466a14ef3aa0982136678e1b8,0.418942499
38c17bbbf0a54e8dbe9b859667cf8462,0.538784669
906919c334194edd968b8f0cbc8fd3da,0.403224034
509437961b68498cbdb090b7b548e8e3,0.355061791
1b15726c00494a64b2f53e55a1b641fe,0.4535978
d2c5ace403d14b32847525822b54d34e,0.39291403
15d99da58b3c4a199c6837dafd4902dd,0.42804286
6dffa238c02546fdaf93bd36d9575d3e,0.516180694
e1fb5bf7bee54810b35e4fb55cbd5019,0.354813658
38b8fc43f32c4f29a429b1f20caf794a,0.37041084
516cda51cee84ed1944c521332d08d13,0.47365515
60fa5a39da18486c94eb4f851e6756c6,0.403842525
3c1172dbbe944bf0b626044e69412136,0.414179334
1303e2176fcf43179843b025a3716248,0.465761814
6e8608bd7fb64df688d6329376c6e2ea,0.389454658
e4b5c1745c474a50814b5cb40bcb58e7,0.419503421
7ef943b058d1445183901aa3c3efac83,0.446233074
8f49d64aa5bf4a0b945a2c9d5582cc25,0.400167923
63518bb5beaf409d882237faa2097fa5,0.419393913
ba5fefc517564d449cef277f96cd2c2e,0.413129758
aab7f7617647484aa2346142cc59f256,0.339601686
bb004d7bb5ae42d090e3e6876a7b4aeb,0.432439873
2395d405423f4eec951e5cc0bb3987a9,0.344489223
3c84ba287db4462ba9c80467528a22a1,0.324544312
edba38dcb16d4419806e96e897a7ce56,0.363280725
bd3e7b02671843729def5c1ca5871f32,0.384172076
9dfb5711ccbe40eea3b5406424c09a53,0.481379482
14cf57cd15424dd9a739b19c1c766cad,0.528797527
e8099f114efe42398288adbf2a9f4f92,0.389727972
ec03dc91f2c24b79bfdd7387fb1fdbee,0.388432756
1e72be2ecde5415bbdfe627986d492d3,0.429497146
b1d4cc5cc5144e1aad035fea32545442,0.365412574
9cafd329d2364068b71e07fe8d1de5c5,0.520884823
d024d87e2a0b45839c632f647fd4e290,0.373464632
2aac884ef03a435e871712a15b4659c7,0.409615356
853522faae2d438d8883362f5c6cf989,0.344873192
9f826398108840ea952683620542c55c,0.337246791
a4dee7b48d7b433aa552de81993fd8e5,0.351823788
519ff9eb7a754056acdcb9fe1b9b949f,0.350604846
0e346cb478aa4ae1a0f30bfe67c2d42a,0.348218252
3b1209d87e6147f797ddf6e5c9e8e259,0.399067869
efb5afaa77ed489387e156204637b3e2,0.338572363
d23f470368f546f6b556d6b76d736c84,0.382480538
8f1b9b7193b44b4a9a687fa208f8cb18,0.362536428
e3124134e2d94bf2974f710da48c9d66,0.39102617
750abe3f9be745098040492e645dbbd0,0.55344159
35f20bd659654bf98281e6580f0bc4de,0.371111538
5130bf2532d84c789829890f6c344a08,0.450085259
e32d78e275f141249f6a45fd36e00c0c,0.452762711
ea89331db92b4c199563f751c999f037,0.394717634
920f2d9b7fc74d7cb1f52879e60d66e1,0.537336645
76a6a7bc9a9e4458ac105c47c9e8d1a1,0.355061791
95936fec2ced49a6a25c4a10f49555d7,0.328804344
92a501fc48704b158044d4554d136856,0.353262095
1068364daaee42b5b3b30025944934bb,0.400187653
707e885c7d2843bb950372d3d305c71e,0.521824084
37449f102d494f8daa78aa088d2f7a6d,0.45569373
038af29b9d674dc480da6fe5e2523664,0.528208303
5d3a28b938684cca991ffe3d4509d1b7,0.493048983
67f89613d9cc4d84909981c957fcdc9f,0.423045314
ee4fad61010b4f84824d116e73bf3d5c,0.375261214
1145ab38179e475a954d5cfcbdc161f2,0.339835484
ae394a4be3e44c0084a890b2858e403a,0.622141574
518829eeab574a65aa0a589b85c609ce,0.436370206
e4f12e26dbac4d53a643f54b06e39622,0.417806481
